恐怖與害怕經
34-1|{1-5}我聽到這樣：
48-2|『凡任何{384-2}劣慧、愚蠢的沙門、婆羅門受用林野、森林、荒地的邊地住處者，因為劣慧、愚蠢的污穢，那些沙門、婆羅門尊師們確實喚起不善的恐怖與害怕，
48-3|但，我非劣慧、愚蠢而受用林野、森林、荒地的邊地住處者，
48-4|我是{l2-3}慧具足者，
48-5|凡慧具足而受用林野、森林、邊地住處的聖者，我是其中之一。』
48-6|婆羅門！當看見自己慧具足時，我在林野住處中來到更加安心。
48-7|十六法門終了。
49-1|婆羅門！我這麼想：
49-2|『凡那些眾所皆知、{l3-4}被標記的夜晚：
49-3|十四、十五與{737-6}半月的第八日，
49-4|讓我在像那樣的夜晚住在像那樣令人恐怖的、令人身毛豎立的園林{366-2}塔廟、森林塔廟、樹木塔廟住處，或許我會看見恐怖與害怕。』
49-5|婆羅門！過些時候，凡那些眾所皆知、被標記的夜晚：
49-6|十四、十五與半月的第八日，
49-7|我在像那樣的夜晚住在像那樣令人恐怖的、令人身毛豎立的園林塔廟、森林塔廟、樹木塔廟住處，
49-8|婆羅門！當我住在那裡時，或野獸走來，或孔雀使薪木落下，或風使樹葉動而出聲，
49-9|婆羅門！我這麼想：
49-10|『如果那恐怖與害怕來了的話如何？』
49-11|婆羅門！我這麼想：
49-12|『為何我一定住於成為恐怖的期待者呢？
49-13|讓我當我的那恐怖與害怕來時，就在那樣的情況下調伏恐怖與害怕。』
49-14|婆羅門！當我{150-2}經行而那恐怖與害怕來了時，
49-15|婆羅門！我既不站著，也不坐下，也不躺下，我持續經行直到調伏那恐怖與害怕；
49-16|婆羅門！當我站著而那恐怖與害怕來了時，
49-17|婆羅門！我既不經行，也不坐下，也不躺下，
49-18|我持續站著直到調伏那恐怖與害怕；
49-19|{婆羅門！}當我坐著而那恐怖與害怕來了時，
49-20|婆羅門！我既不躺下，也不站著，也不經行，我持續坐著直到調伏那恐怖與害怕；
49-21|當我躺著而那恐怖與害怕來了時，
49-22|婆羅門！我既不坐下，也不站著，也不經行，我持續躺著直到調伏那恐怖與害怕。
50-1|婆羅門！有一類沙門、婆羅門{583-2}認知：『夜晚等同白天』，認知：『白天等同夜晚』，
50-2|我說這是那些沙門、婆羅門的癡迷住處，
50-3|但，婆羅門！我認知：『夜晚等同夜晚。』我認知：『白天等同白天。』
50-4|婆羅門！當正確地說時，凡他能說：
50-5|『{l4-4}不癡迷法的眾生為了眾人有利益，為了眾人安樂，為了世間的憐愍，為了天與人有利益、有利、安樂已出現於世間。』者，那就是我，當正確地說時，他能說：
50-6|『不癡迷法的眾生為了眾人有利益，為了眾人安樂，為了世間的憐愍，為了天與人有利益、有利、安樂已出現於世間。』
51-1|婆羅門！我的活力已被發動而不退，{341-4}念已現前而不忘失，{330-8}身已寧靜而無激情，心已入定而一境，
51-2|婆羅門！我從離欲、離不善法後，{66-5}進入後住於有尋、{175-2}有伺，{174-6}離而生喜、樂的初禪；
51-3|以尋與伺的平息，{256-2}自信，{255-2}一心，進入後住於無尋、無伺，定而生喜、樂的第二禪；
51-4|以喜的{77-2}褪去與住於平靜，有念、正知，以身體感受樂，進入後住於這
51-5|{24-3}聖弟子宣說：
51-6|『他是平靜、具念、{317-4}住於樂者』的第三禪；
51-7|以樂的捨斷與苦的捨斷，及以之前喜悅與憂的滅沒，進入後住於不苦不樂，{494-7}由平靜而念遍淨的第四禪。
52-1|當那個心是這樣入定的、遍淨的、淨化的、無穢的、離{288-4}隨雜染的、可塑的、{412-5}適合作業的、住立的、到達{917-2}不動時，我使心轉向許多前世住處回憶之智。
52-2|我回憶起許多前世住處，即：
52-3|一生、二生、三生、四生、五生、十生、二十生、三十生、四十生、五十生、百生、千生、十萬生、許多壞劫、許多成劫、許多{403-3}壞成劫：
52-4|『在那裡是這樣的名、這樣的姓氏、這樣的容貌、[吃]這樣的食物、這樣的苦樂感受、這樣的壽長，從那裡死後生於那裡，
52-5|而在那裡又是這樣的名、這樣的姓氏、這樣的容貌、[吃]這樣的食物、這樣的苦樂感受、這樣的壽長，從那裡死後生於這裡。』
52-6|像這樣，我回憶起許多前世住處{500-9}有這樣的行相與境遇，
52-7|婆羅門！這是在{214-2}初夜被我證得的第一明，當住於不放逸、熱心、自我努力時，無明已被破壞，明已生起；黑闇已被破壞，光明已生起。
53-1|當那個心是這樣入定的、遍淨的、淨化的、無穢的、離隨雜染的、可塑的、適合作業的、住立的、到達不動的之時，我使心轉向眾生死亡與往生之智，
53-2|我以清淨、超越人的天眼，看見當眾生死時、往生時，在下劣、勝妙，美、醜，幸、不幸中，了知眾生依業流轉：『
53-3|這些眾生諸君，具備身惡行、語惡行、意惡行，斥責聖者，邪見與持邪見之業行，
53-4|他們以身體的崩解，死後已往生到{109-2}苦界、{110-2}惡趣、{111-2}下界、{345-2}地獄，
53-5|或者這些眾生諸君，具備身善行、語善行、意善行，不斥責聖者，正見與持正見之業行，
53-6|他們以身體的崩解，死後已往生到{112-2}善趣、天界。』
53-7|這樣，我以清淨、超越人的天眼，看見當眾生死時、往生時，在下劣、勝妙，美、醜，幸、不幸中，了知眾生依業流轉，
53-8|婆羅門！這是在中夜被我證得的第二明，當住於不放逸、熱心、自我努力時，無明已被破壞，明已生起；黑闇已被破壞，光明已生起。
54-1|當那個心是這樣入定的、遍淨的、淨化的、無穢的、離隨雜染的、可塑的、適合作業的、住立的、到達不動的之時，我使心轉向{437-6}煩惱之滅盡智。
54-2|我如實證知：『這是苦。』如實證知：『這是苦{67-1}集。』如實證知：『這是苦{68-1}滅。』如實證知：『這是導向苦{69-3}滅道跡。』
54-3|如實證知：『這些是煩惱。』如實證知：『這是煩惱集。』如實證知：『這是煩惱滅。』如實證知：『這是導向煩惱滅道跡。』
54-4|當我這麼知、這麼見時，心從欲的煩惱解脫，心從有的煩惱解脫，心從{397-5}無明的煩惱解脫。
54-5|當解脫時，{27-11}有『[這是]解脫』之智，
54-6|我了知：『{18-4}出生已盡，{19-5}梵行已完成，{20-6}應該作的已作，{21-12}不再有這樣[輪迴]的狀態了。』
54-7|婆羅門！這是在後夜被我證得的第三明，當住於不放逸、熱心、自我努力時，無明已被破壞，明已生起；黑闇已被破壞，光明已生起。
55-1|婆羅門！你會這麼想：
55-2|『現在，或許沙門喬達摩未離貪、未離瞋、未離癡，因此[仍]受用林野、森林、荒地的邊地住處。』
55-3|但，婆羅門！不應看作這樣，婆羅門！
55-4|當看見二個利益時，我受用林野、森林、荒地的邊地住處：
55-5|看見自己的{42-2}當生樂住處，以及憐愍後來的人們。」
56-1|「確實，後來的人們被這位沙門喬達摩{5-3}阿羅漢、{6-4}遍正覺者所憐愍。
56-2|太偉大了，喬達摩先生！
56-3|太偉大了，喬達摩先生！
56-4|喬達摩先生！猶如能扶正顛倒的，能顯現被隱藏的，能告知迷途者的路，能在黑暗中持燈火：
56-5|『有眼者看得見諸色』。
56-6|同樣的，法被喬達摩尊師以種種法門說明。
56-7|我{284-2}歸依喬達摩尊師、法、{65-4}比丘僧團，
56-8|請喬達摩尊師記得我為{98-3}優婆塞，從今天起{64-4}終生歸依。」
56-9|恐怖與害怕經第四終了。
