毘陀羅大經
449-1|{1-5}我聽到這樣：
456-15|那麼，學友！這所說的義理，應如何而得見呢？」
456-16|「那麼，學友！我為你作個譬喻，
456-17|智者在這裡以一些譬喻而知所說的義理。
456-18|學友！猶如當油燈燃燒時，火焰緣於光而被了知，光緣於火焰而被了知，
456-19|同樣的，學友！壽命緣於暖而住立，暖緣於壽命而住立。」
457-1|「學友！{766-2}壽行是{l7-5}能被感受法，或者壽行是一，能被感受法是另一呢？」
457-2|「學友！壽行是不能被感受法，
457-3|學友！如果壽行成為能被感受法，入{416-3}想受滅比丘的出定就不被了知，
457-4|學友！因為，壽行是一，能被感受法是另一，因此，入想受滅比丘的出定被了知。」
457-5|「學友！當這個身體多少法離開時，
457-6|那時，這個身體被捨棄、被丟下，如無思的木柴而臥呢？」
457-7|「學友！當這個身體三法：
457-8|壽、暖與識離開時，
457-9|那時，這個身體被捨棄、被丟下，如無思的木柴而臥。」
457-10|「學友！這死者死了與這入想受滅的比丘，
457-11|他們的差異是什麼呢？」
457-12|「學友！這死者死了，其身行已滅、已止息，語行已滅、已止息，心行已滅、已止息，壽命已滅盡，暖已平息，諸根已破壞。
457-13|入想受滅的比丘，其身行已滅、已止息，語行已滅、已止息，心行已滅、已止息，壽命未滅盡，暖未平息，諸根明淨。
457-14|學友！這死者死了與這入想受滅的比丘，
457-15|這是其差異。」
458-1|「學友！為了不苦不樂心解脫的{129-2}等至，有多少緣呢？」
458-2|「學友！為了{l3-10}不苦不樂心解脫的等至，有四緣。
458-3|學友，這裡，比丘以樂的捨斷與苦的捨斷，及以之前喜悅與憂的滅沒，進入後住於不苦不樂，{494-7}由平靜而念遍淨的第四禪，
458-4|學友！為了不苦不樂心解脫的等至，有這四緣。」
458-5|「學友！為了{265-5}無相心解脫的等至，有多少緣呢？」
458-6|「學友！為了無相心解脫的等至，有二緣：
458-7|不作意一切相與作意{l4-3}無相界，
458-8|學友！為了無相心解脫的等至，有這二緣。」
458-9|「學友！為了無相心解脫的持續，有多少緣呢？」
458-10|「學友！為了無相心解脫的持續，有三緣：
458-11|不作意一切相、作意無相界、先前的{l8-2}準備[持續多久]，
458-12|學友！為了無相心解脫的持續，有這三緣。」
458-13|「學友！為了無相心解脫的出定，有多少緣呢？」
458-14|「學友！為了無相心解脫的出定，有二緣：
458-15|作意一切相與不作意無相界，
458-16|學友！為了無相心解脫的出定，有這二緣。」
459-1|「學友！{805-5}無量心解脫、{806-6}無所有心解脫、{807-4}空心解脫、無相心解脫，
459-2|這些法為不同含義、不同文辭呢？或者為一種含義，但只是文辭不同呢？」
459-3|「學友！無量心解脫、無所有心解脫、空心解脫、無相心解脫，
459-4|學友！有法門，由此法門而這些法為不同含義、不同文辭，
459-5|又，學友！有法門，由此法門而這些法為一種含義，但只是文辭不同。
459-6|學友！什麼法門，由此法門而這些法為不同含義、不同文辭呢？
459-7|學友！這裡，比丘以與慈俱行之心遍滿一方後而住，像這樣第二方，像這樣第三方，像這樣第四方，
459-8|像這樣上下、橫向、到處，對一切如對自己，以與慈俱行之心，以廣大、以出眾、以無量、以無怨恨、以無惡意之心遍滿全部世間後而住。
459-9|以與悲俱行之心……（中略）
459-10|以與喜悅俱行之心……（中略）
459-11|以與{228-2}平靜俱行之心遍滿一方後而住，像這樣第二方，像這樣第三方，像這樣第四方，
459-12|像這樣上下、橫向、到處，對一切如對自己，以與平靜俱行之心，以廣大、以出眾、以無量、以無怨恨、以無惡意之心遍滿全部世間後而住。
459-13|學友！這被稱為無量心解脫。
459-14|學友！什麼是無所有心解脫呢？
459-15|學友！這裡，比丘超越一切識無邊處後[而知]：『什麼都沒有』，進入後住於無所有處，459-16|學友！這被稱為無所有心解脫。
459-17|學友！什麼是空心解脫呢？
459-18|學友！這裡，比丘到林野，或樹下，或空屋，像這樣深慮：
459-19|『{916-7}這我或我所是空。』
459-20|學友！這被稱為空心解脫。
459-21|學友！什麼是無相心解脫呢？
459-22|學友！這裡，比丘以一切相的不作意，進入後住於{265-4}無相心定，
459-23|學友！這被稱為無相心解脫。
459-24|學友！這是法門，由此法門而這些法為不同含義、不同文辭。
459-25|學友！什麼法門，由此法門而這些法為一種含義但只有文辭不同呢？
459-26|學友！{l9-7}貪是衡量的作者；瞋是衡量的作者；癡是衡量的作者，
459-27|煩惱已盡的比丘那些已被捨斷，根已被切斷，{147-8}就像無根的棕櫚樹，{408-4}成為非有，{229-7}為未來不生之物。
459-28|學友！對所有無量心解脫之所及，{808-5}不動心解脫被說為其中之第一，
459-29|而那不動心解脫貪是空的、瞋是空的、癡是空的。
459-30|學友！{l10-5}貪是件東西；瞋是件東西；癡是件東西，
459-31|煩惱已盡的比丘那些已被捨斷，根已被切斷，就像無根的棕櫚樹，成為非有，為未來不生之物。
459-32|學友！對所有無所有心解脫之所及，不動心解脫被說為其中之第一，
459-33|而那不動心解脫貪是空的、瞋是空的、癡是空的。
459-34|學友！{l11-6}貪是相的作者；瞋是相的作者；癡是相的作者，
459-35|煩惱已盡的比丘那些已被捨斷，根已被切斷，就像無根的棕櫚樹，成為非有，為未來不生之物。
459-36|學友！對所有無相心解脫之所及，不動心解脫被說為其中之第一，
459-37|而那不動心解脫貪是空的、瞋是空的、癡是空的。
459-38|學友！這是法門，由此法門而這些法為一種含義，但只有文辭不同。」
459-39|這就是尊者舍利弗所說，
459-40|悅意的尊者摩訶拘絺羅歡喜尊者舍利弗所說。
459-41|{l12-3}毘陀羅大經第三終了。
