接力車經
252-1|{1-5}我聽到這樣：
259-3|那時，學友！憍薩羅國波斯匿王從舍衛城的內宮門離開後，登上第一輛接力車。以第一輛接力車到達第二輛接力車，下第一輛接力車，登上第二輛接力車；
259-4|以第二輛接力車到達第三輛接力車，下第二輛接力車，登上第三輛接力車；
259-5|以第三輛接力車到達第四輛接力車，下第三輛接力車，登上第四輛接力車；
259-6|以第四輛接力車到達第五輛接力車，下第四輛接力車，登上第五輛接力車；
259-7|以第五輛接力車到達第六輛接力車，下第五輛接力車，登上第六輛接力車；
259-8|以第六輛接力車到達第七輛接力車，下第六輛接力車，登上第七輛接力車；
259-9|以第七輛接力車到達娑雞多城的內宮門。
259-10|當他到內宮門時，朋友、同僚、親族、親屬會這麼問：
259-11|『大王！你以這輛接力車，從舍衛城到達娑雞多城的內宮門嗎？』
259-12|學友！憍薩羅國波斯匿王怎樣回答時，會是正確地回答？」
259-13|「學友！當憍薩羅國波斯匿王這麼回答時，會是正確地回答：
259-14|『這裡，當我住在舍衛城時，在娑雞多城發生某緊急應該處理的事，
259-15|我在舍衛城與娑雞多城之間，準備七輛接力車。
259-16|那時，我從舍衛城的內宮門離開後，登上第一輛接力車。
259-17|以第一輛接力車到達第二輛接力車，下第一輛接力車，登上第二輛接力車；
259-18|以第二輛接力車到達第三輛接力車，下第二輛接力車，登上第三輛接力車；
259-19|以第三輛接力車到達第四輛接力車，下第三輛接力車，登上第四輛接力車；
259-20|以第四輛接力車到達第五輛接力車，下第四輛接力車，登上第五輛接力車；
259-21|以第五輛接力車到達第六輛接力車，下第五輛接力車，登上第六輛接力車；
259-22|以第六輛接力車到達第七輛接力車，下第六輛接力車，登上第七輛接力車；
259-23|以第七輛接力車到達娑雞多城的內宮門。』
259-24|學友！當憍薩羅國波斯匿王這樣回答時，會是正確地回答。」
259-25|「同樣的，學友！戒清淨是為了達成心清淨；心清淨是為了達成見清淨；見清淨是為了達成度疑清淨；度疑清淨是為了達成道非道智見清淨；道非道智見清淨是為了達成道跡智見清淨；道跡智見清淨是為了達成智見清淨；智見清淨是為了達成無取著般涅槃，
259-26|學友！為了無取著般涅槃而跟隨世尊修梵行。」
260-1|當這麼說時，尊者舍利弗對尊者滿慈子這麼說：
260-2|「尊者是什麼名字呢？又，同梵行者如何稱呼尊者呢？」
260-3|「學友！我的名字是『滿』，同梵行者稱呼我為『慈子』。」
260-4|「不可思議啊，學友！{206-3}未曾有啊，學友！
260-5|如大師教說被多聞弟子正確地了知，同樣的，甚深、甚深的問題被尊者滿慈子逐項解答。
260-6|那是同梵行者的獲得，那是同梵行者的好獲得：當他們得到看見、得到恭敬尊者滿慈子[的機會]。
260-7|即使同梵行者以頭放{l9-2}墊布頂著尊者滿慈子走而得到看見、得到恭敬[的機會]，那也是他們的獲得，那也是他們的好獲得。那是我們的獲得，我們的好獲得：當我們得到看見、得到恭敬尊者滿慈子[的機會]。」
260-8|當這麼說時，尊者滿慈子對尊者舍利弗這麼說：
260-9|「尊者是什麼名字呢？又，同梵行者如何稱呼尊者呢？」
260-10|「學友！我的名字是『憂波提舍』，
260-11|同梵行者稱呼我為『舍利弗』。」
260-12|「{202-2}先生！我們確實不知道正與如大師的弟子
260-13|『尊者舍利弗』一起討論，
260-14|如果我們確實知道『尊者舍利弗』，我們不會回答這麼多。
260-15|不可思議啊，學友！未曾有啊，學友！
260-16|如大師教說被多聞弟子正確地了知，同樣的，甚深、甚深的問題被尊者舍利弗逐項詢問。
260-17|那是同梵行者的獲得，那是同梵行者的好獲得：當他們得到看見、得到恭敬尊者舍利弗[的機會]。
260-18|即使同梵行者以頭放墊布頂著尊者舍利弗走而得到看見、得到恭敬[的機會]，那也是他們的獲得，那也是他們的好獲得。那是我們的獲得，我們的好獲得：當我們得到看見、得到恭敬尊者舍利弗[的機會]。」
260-19|像這樣，他們兩位大龍相互善說，一同隨喜。
260-20|接力車經第四終了。
