心材譬喻小經
312-1|{1-5}我聽到這樣：
321-15|他對其它比定具足更優勝、更勝妙法的作證產生意欲、努力，不成為行為染著的、怠慢的，
321-16|他到達{433-2}智見，
321-17|他以該智見而成為悅意的、志向圓滿的；
321-18|他以該智見稱讚自己，輕蔑他人：
321-19|『我是有知的，我住於{l1-3}看得見，這些其他比丘是無知的、他們住於看不見。』
321-20|他對其它比智見更優勝、更勝妙法的作證不產生意欲、不努力，成為行為染著的、怠慢的，
321-21|婆羅門！猶如男子欲求心材，找尋心材，遍求心材，當走到有心材住立的大樹時，就越過心材後，切斷膚材，然後拿起來離開，認為：『這是心材。』
321-22|凡應該被心材作為核心的，那個目標他將沒經歷，
321-23|婆羅門！我說這個人就像那樣。
322-1|又，婆羅門！這裡，某人由於信，從在家出家，成為非家生活[心想]：
322-2|『我已陷入生、老、死、愁悲苦憂惱，已陷入苦，已被苦征服，如果能了知得到這整個苦蘊的結束就好了。』
322-3|當這樣出家時，他使利養、恭敬、名聲生起，
322-4|他不以該利養、恭敬、名聲而成為悅意的、志向圓滿的；
322-5|他不以該利養、恭敬、名聲而稱讚自己，輕蔑他人；
322-6|他對其它比利養、恭敬、名聲更優勝、更勝妙法的作證產生意欲、努力，不成為行為染著的、怠慢的，
322-7|他到達戒具足，
322-8|他以該戒具足而成為悅意的，但非志向圓滿的；
322-9|他不以該戒具足而稱讚自己，輕蔑他人，
322-10|他對其它比戒具足更優勝、更勝妙法的作證產生意欲、努力，不成為行為染著的、怠慢的，
322-11|他到達定具足，
322-12|他以該定具足而成為悅意的，但非志向圓滿的；
322-13|他不以該定具足而稱讚自己，輕蔑他人，
322-14|他對其它比定具足更優勝、更勝妙法的作證產生意欲、努力，不成為行為染著的、怠慢的，
322-15|他到達智見，
322-16|他以智見而成為悅意的，但非志向圓滿的；
322-17|他不以該智見稱讚自己，輕蔑他人，
322-18|他對其它比智見更優勝、更勝妙法的作證產生意欲、努力，不成為行為染著的、怠慢的。
323-1|而，婆羅門！什麼是比智見更優勝、更勝妙的法呢？
323-2|婆羅門！這裡，比丘從離欲、離不善法後，{66-5}進入後住於有尋、{175-2}有伺，{174-6}離而生喜、樂的初禪，
323-3|婆羅門！這是比智見更優勝、更勝妙的法。
323-4|再者，婆羅門！比丘以尋與伺的平息，{256-2}自信，{255-2}一心，進入後住於無尋、無伺，定而生喜、樂的第二禪，
323-5|婆羅門！這是比智見更優勝、更勝妙的法。
323-6|再者，婆羅門！比丘以喜的{77-2}褪去與住於平靜、有念、正知，以身體感受樂，進入後住於這聖弟子宣說：
323-7|『他是平靜、具念、{317-4}住於樂者』的第三禪，
323-8|婆羅門！這是比智見更優勝、更勝妙的法。
323-9|再者，婆羅門！比丘以樂的捨斷與苦的捨斷，及以之前喜悅與憂的滅沒，進入後住於不苦不樂，{494-7}由平靜而念遍淨的第四禪，
323-10|婆羅門！這是比智見更優勝、更勝妙的法。
323-11|再者，婆羅門！比丘{490-8}以一切色想的超越，以{331-3}有對想的滅沒，以不作意種種想[而知]：『虛空是無邊的』，進入後住於虛空無邊處，
323-12|婆羅門！這是比智見更優勝、更勝妙的法。
323-13|再者，婆羅門！比丘以一切虛空無邊處的超越[而知]：『識是無邊的』，進入後住於識無邊處，
323-14|婆羅門！這是比智見更優勝、更勝妙的法。
323-15|再者，婆羅門！比丘以一切識無邊處的超越[而知]：『什麼都沒有』，進入後住於{533-4}無所有處，
323-16|婆羅門！這是比智見更優勝、更勝妙的法。
323-17|再者，婆羅門！比丘以一切無所有處的超越，進入後住於{534-6}非想非非想處，
323-18|婆羅門！這是比智見更優勝、更勝妙的法。
323-19|再者，婆羅門！比丘以一切非想非非想處的超越，進入後住於{416-3}想受滅，以慧見後，[他的]諸煩惱被滅盡，
323-20|婆羅門！這是比智見更優勝、更勝妙的法。婆羅門！這些是比智見更優勝、更勝妙的法。
324-1|婆羅門！猶如男子欲求心材，找尋心材，遍求心材，當走到有心材住立的大樹時，僅切斷心材，知道：『這是心材。』
324-2|凡應該被心材作為核心的，那個目標他將經歷，
324-3|婆羅門！我說這個人就像那樣。
324-4|婆羅門！像這樣，這{381-2}梵行不[以]利養、恭敬、名聲為效益；不[以]戒具足為效益；不[以]定具足為效益；不[以]智見為效益，
324-5|婆羅門！這{808-5}不動心解脫，
324-6|婆羅門！這是這梵行的目標，這是核心，這是完結。」
324-7|當這麼說時，賓額勒苟車婆羅門對世尊這麼說：
324-8|「太偉大了，喬達摩先生！太偉大了，喬達摩先生！……（中略）
324-9|請喬達摩尊師記得我為{98-3}優婆塞，從今天起{64-4}終生歸依。」
324-10|心材譬喻小經第十終了。
324-11|譬喻品第三終了，
324-12|其{35-2}攝頌：
324-13|名叫摩利亞帕辜那、阿哩得，在盲者的林園、滿慈子的談論、餌，
324-14|[陷阱]堆、名叫母象、象大[經]，心材譬喻、賓額勒苟車。
