林叢經
190-1|{1-5}我聽到這樣：
196-14|然而，我依止這個人住，當我依止這個人住時，未現前的念不現前，未入定的心不入定，未滅盡的煩惱不走到遍盡，未到達的無上離軛安穩不到達。』比丘們！
196-15|因為那樣，考量後比丘應該請了允許後離開那個人，不應該跟隨。
197-1|比丘們！這裡，比丘依止某個人住，
197-2|當他依止某個人住時，未現前的念現前，未入定的心入定，未滅盡的煩惱走到遍盡，未到達的無上離軛安穩到達，
197-3|凡這些出家應該得到的活命必需品：
197-4|衣服、施食、住處、病人的需要物、醫藥必需品，
197-5|它們困難地被得到，
197-6|比丘們！因為那樣，比丘應該像這樣深慮：
197-7|『我依止這個人住，
197-8|當我依止這個人住時，未現前的念現前，未入定的心入定，未滅盡的煩惱走到遍盡，未到達的無上離軛安穩到達，
197-9|凡這些出家應該得到的活命必需品：
197-10|衣服、施食、住處、病人的需要物、醫藥必需品，
197-11|它們困難地被得到，
197-12|但，我非為了衣服而從在家出家，成為非家生活；非為了施食……（中略）
197-13|非為了住處……（中略）
197-14|非為了病人的需要物、醫藥必需品而從在家出家，成為非家生活，
197-15|然而，我依止這個人住，當我依止這個人住時，未現前的念現前，未入定的心入定，未滅盡的煩惱走到遍盡，未到達的無上離軛安穩到達。』
197-16|比丘們！因為那樣，考量後比丘應該跟隨那個人，不應該離開。
198-1|比丘們！這裡，比丘依止某個人住，
198-2|當他依止某個人住時，未現前的念現前，未入定的心入定，未滅盡的煩惱走到遍盡，未到達的無上離軛安穩到達，
198-3|凡這些出家應該得到的活命必需品：
198-4|衣服、施食、住處、病人的需要物、醫藥必需品，
198-5|它們容易地被得到，
198-6|比丘們！因為那樣，比丘應該像這樣深慮：
198-7|『我依止這個人住，
198-8|當我依止這個人住時，未現前的念現前，未入定的心入定，未滅盡的煩惱走到遍盡，未到達的無上離軛安穩到達，
198-9|凡這些出家應該得到的活命必需品：
198-10|衣服、施食、住處、病人的需要物、醫藥必需品，
198-11|它們容易地被得到。』
198-12|比丘們！因為那樣，比丘應該終生都跟隨那個人，即使被排斥時，也不應該離開。」
198-13|這就是世尊所說，
198-14|那些悅意的比丘歡喜世尊所說。
198-15|林叢經第七終了。
