衣服經
70-1|{1-5}我聽到這樣：
76-1|比丘們！那位這樣的戒、{981-4}這樣的法、這樣的慧之比丘，如果他吃{196-2}施食粳米飯、黑粒已除去的白米飯、各種湯、各種咖哩飯菜，對他也沒有障礙。
76-2|比丘們！猶如被污染、沾垢的衣服，因為清水而變得清淨、皎潔，或者，金因為鍛冶爐口而變得清淨、皎潔。同樣的，比丘們！那位這樣的戒、這樣的法、這樣的慧之比丘，如果他吃施食粳米飯、黑粒已除去的白米飯、各種湯、各種咖哩飯菜，對他也沒有障礙。
77-1|他以與慈俱行之心遍滿一方後而住，像這樣第二方，像這樣第三方，像這樣第四方，
77-2|像這樣上下、橫向、到處，對一切如對自己，以與慈俱行之心，以廣大、以出眾、以無量、以無怨恨、以無惡意之心遍滿全部世間後而住。
77-3|以與悲俱行之心……（中略）
77-4|以與喜悅俱行之心……（中略）
77-5|以與{228-2}平靜俱行之心遍滿一方後而住，像這樣第二方，像這樣第三方，像這樣第四方，
77-6|像這樣上下、橫向、到處，對一切如對自己，以與平靜俱行之心，以廣大、以出眾、以無量、以無怨恨、以無惡意之心遍滿全部世間後而住。
78-1|他了知：『有此，有下劣的，有勝妙的，{l6-10}有這想類的超出與出離。』
78-2|當他這麼知、這麼見時，心從欲的煩惱解脫、從有的煩惱解脫、從{397-5}無明的煩惱解脫，
78-3|當解脫時，{27-11}有『[這是]解脫』之智，他了知：
78-4|『出{18-3}生已盡，{19-5}梵行已完成，{20-6}應該作的已作，{21-12}不再有這樣[輪迴]的狀態了。』
78-5|比丘們！這被稱為：
78-6|『以內在沐浴的已沐浴比丘。』」
79-1|當時，孫陀利迦婆羅墮若婆羅門坐在世尊不遠處。
79-2|那時，孫陀利迦婆羅墮若婆羅門對世尊這麼說：
79-3|「然而，{80-3}喬達摩{203-2}尊師到巴乎迦河沐浴嗎？」
79-4|「婆羅門！為何在巴乎迦河呢？
79-5|巴乎迦河能作什麼呢？」
79-6|「喬達摩！因為巴乎迦河被眾人{l1-5}認同能解脫，喬達摩！因為巴乎迦河被眾人認同有福德，又，眾人在巴乎迦河除去已作的惡業。」
79-7|那時，世尊以{281-2}偈頌對孫陀利迦婆羅墮若婆羅門說：
79-8|「巴乎迦、阿地迦迦，伽雅、孫陀利迦，
79-9|色樂色地與波亞家，以及巴乎馬地河，
79-10|{l2-7}愚癡者經常跳入，但{l3-2}黑業沒變得清淨。
79-11|孫陀利迦能作什麼呢？波亞家呢？巴乎迦河呢？
79-12|有怨的、{l7-5}作罪垢的人，不能使那惡業清淨。
79-13|清淨者確實經常有{l8-2}春齋，清淨者經常有{222-2}布薩，
79-14|清淨者有清淨業，經常具備清淨行，
79-15|婆羅門！就在這裡沐浴：{l4-9}請使一切生物類安穩。
79-16|如果不虛妄地說話，如果不殺害生類，
79-17|如果不拿取未給予的，{l9-2}相信、不慳吝，
79-18|去伽雅能作什麼呢？即使水井也是你的伽雅。」
80-1|當這麼說時，孫陀利迦婆羅墮若婆羅門對世尊這麼說：
80-2|「太偉大了，喬達摩{202-2}先生！太偉大了，喬達摩先生！喬達摩先生！
80-3|猶如能扶正顛倒的，能顯現被隱藏的，能告知迷途者的路，能在黑暗中持燈火：
80-4|『有眼者看得見諸色』。
80-5|同樣的，法被喬達摩尊師以種種法門說明，
80-6|我{284-2}歸依喬達摩尊師、法、{65-4}比丘僧團，
80-7|願我得在喬達摩尊師面前出家，願我{124-5}得受具足戒。」
80-8|孫陀利迦婆羅墮若婆羅門得在喬達摩尊師面前出家，得受具足戒。
80-9|受具足戒後不久，當{200-2}尊者婆羅墮若住於獨處、隱退、不放逸、熱心、自我努力時，不久，
80-11|以{242-2}證智自作證後，在當生中{66-5}進入後住
80-10|於那{41-3}善男子之所以從在家而正確地出家，{48-6}成為非家生活的那個無上梵行目標，
80-12|他證知：「{18-4}出生已盡，{19-5}梵行已完成，{20-6}應該作的已作，{21-12}不再有這樣[輪迴]的狀態了。」
80-13|尊者婆羅墮若成為眾阿羅漢之一。
80-14|衣服經第七終了。
