二種尋經
206-1|{1-5}我聽到這樣：
213-1|當那個心是這樣入定的、遍淨的、淨化的、無穢的、離隨雜染的、可塑的、適合作業的、住立的、到達不動的之時，我使心轉向眾生死亡與往生之智，
213-2|我以清淨、超越人的天眼，看見當眾生死時、往生時，……（中略）
213-3|這些眾生諸君，具備身惡行、……（中略）
213-4|這樣，我以清淨、超越人的天眼，看見當眾生死時、往生時，在下劣、勝妙，美、醜，幸、不幸中，了知眾生依業流轉，
213-5|比丘們！這是在中夜被我證得的第二明，
213-8|當住於不放逸、熱心、自我努力時，
213-6|無明已被破壞，明已生起；
213-7|黑闇已被破壞，光明已生起。
214-1|當那個心是這樣入定的、遍淨的、淨化的、無穢的、離隨雜染的、可塑的、適合作業的、住立的、到達不動的之時，我使心轉向{437-6}煩惱之滅盡智。
214-2|我如實證知：『這是苦。』如實證知：『這是苦{67-1}集。』如實證知：『這是苦{68-1}滅。』如實證知：『這是導向苦{69-3}滅道跡。』
214-3|如實證知：『這些是煩惱。』如實證知：『這是煩惱集。』如實證知：『這是煩惱滅。』如實證知：『這是導向煩惱滅道跡。』
214-4|當我這麼知、這麼見時，心從欲的煩惱解脫，心從有的煩惱解脫，心從{397-5}無明的煩惱解脫。當解脫時，{27-11}有『[這是]解脫』之智，我了知：
214-5|『{18-4}出生已盡，{19-5}梵行已完成，{20-6}應該作的已作，{21-12}不再有這樣[輪迴]的狀態了。』
214-6|比丘們！這是在後夜被我證得的第三明，
214-9|當住於不放逸、熱心、自我努力時，
214-7|無明已被破壞，明已生起；
214-8|黑闇已被破壞，光明已生起。
215-1|比丘們！猶如在山邊林野中有大低窪沼澤，
215-2|大鹿群依之而住，
215-3|如果對牠們樂於無利、不利、不{192-4}離軛安穩的任何男子出現，
215-4|他會關閉所有能往喜悅的平安、安全道路，會打開邪道，會放下{l6-7}[引誘的]公獸，會放置{l7-7}[引誘的]母獸，
215-5|比丘們！這樣，大鹿群過些時候會來到不幸與厄運。
215-6|比丘們！但，如果對大鹿群樂於利益、有益、離軛安穩的任何男子出現，
215-7|他會打開所有能往喜悅的平安、安全道路，會關閉邪道，會除去[引誘的]公獸，會破壞[引誘的]母獸，
215-8|比丘們！這樣，大鹿群過些時候會來到成長、增長、擴展。
215-9|比丘們！我的這個譬喻是為了作義理的教授。
215-10|這裡，這個義理是：
215-11|比丘們！『大低窪沼澤』，這是對於欲的同義語；
215-12|比丘們！『大鹿群』，這是對於眾生的同義語；
215-13|比丘們！『樂於無利、不利、不離軛安穩的男子』，這是對於魔{49-2}波旬的同義語；
215-14|比丘們！『邪道』，這是對於八支邪道的同義語，即：
215-15|邪見、邪志、邪語、邪業、邪命、邪精進、邪念、邪定；
215-16|比丘們！『[引誘的]公獸』，這是對於歡喜與貪的同義語；
215-17|比丘們！『[引誘的]母獸』，這是對於無明的同義語；
215-18|比丘們！『樂於利益、有益、離軛安穩的男子』，這是對於{4-2}如來、{5-3}阿羅漢、{6-4}遍正覺者的同義語；
215-19|比丘們！『能往喜悅的平安、安全道路』，這是對於{525-4}八支聖道的同義語，即：
215-20|正見、正志、正語、正業、正命、正精進、正念、正定。
215-21|比丘們！像這樣，能往喜悅的平安、安全道路已被我打開，邪道已被關閉， [引誘的]公獸已被除去，[引誘的]母獸已被破壞，
215-22|比丘們！凡依憐愍對弟子有益的{145-2}大師，{121-4}出自憐愍所應作的，我已為你們做了。
215-23|比丘們！有這些樹下、這些空屋，
215-24|比丘們！你們要修禪！不要放逸，
215-25|不要以後變得後悔，
215-26|這是我們對你們的教誡。」
215-27|這就是世尊所說，
215-28|那些悅意的比丘歡喜世尊所說。
215-29|二種尋經第九終了。
