守狗禁戒者經
78-1|{1-5}我聽到這樣：
81-35|富樓那！什麼是導向業的滅盡之非黑非白果報的非黑非白業呢？
81-36|富樓那！在這裡，凡為了捨斷這有黑果報的黑業之{l2-1}思，凡為了捨斷這有白果報的白業之思，凡為了捨斷這有黑白果報的黑白業之思，
81-37|富樓那！這被稱為導向業的滅盡之非黑非白果報的非黑非白業。
81-38|富樓那！這些是被我以證智自作證後教導的四種業。」
82-1|當這麼說時，守牛禁戒的拘利族人之子富樓那對世尊這麼說：
82-2|「大德！太偉大了，大德！太偉大了，
82-3|大德！猶如……（中略）
82-4|請世尊記得我為{98-3}優婆塞，從今天起{64-4}終生歸依。」
82-5|守狗禁戒的裸體斯尼耶對世尊這麼說：
82-6|「大德！太偉大了，大德！太偉大了，
82-7|大德！猶如……（中略）
82-8|說明。
82-9|大德！我{284-2}歸依世尊、法、{65-4}比丘僧團，
82-10|大德！願我得在世尊面前出家，願我{124-5}得受具足戒。」
82-11|「斯尼耶！凡先前為其他外道者，希望在這法、律中出家；希望受具足戒，他要{870-5}四個月別住。
82-12|經四個月後，獲得比丘們同意，令他出家受具足戒成為比丘，
82-13|但個別例外由我確認。」
82-14|「大德！如果先前為其他外道者，希望在這法、律中出家；希望受具足戒，要滿四個月別住。經四個月後獲得比丘們同意，令他出家受具足戒成為比丘，我將四年別住，
82-15|經四年後，獲得比丘們同意，使我出家受具足戒成為比丘。」
82-16|守狗禁戒的裸體斯尼耶得到在世尊的面前出家、受具足戒。
82-17|受具足戒後不久，當{200-2}尊者斯尼耶住於獨處、隱退、不放逸、熱心、自我努力時，不久，
82-19|以{242-2}證智自作證後，在當生中{66-5}進入後住於
82-18|那{41-3}善男子之所以從在家而正確地出家，{48-6}成為非家生活的那個無上梵行目標，
82-20|他證知：「{18-4}出生已盡，{19-5}梵行已完成，{20-6}應該作的已作，{21-12}不再有這樣[輪迴]的狀態了。」
82-21|-斯尼耶也成為一位阿羅漢。
82-22| 守狗禁戒者經第七終了。
