梵天的邀請經
501-1|{1-5}我聽到這樣：
503-33|像這樣的狀態與其它狀態，眾生的來處與{679-2}趣處。
503-34|梵天！我這樣了知你[死後]的趣處與光輝：
503-35|「巴迦梵天有這麼大神通力，巴迦梵天有這麼大威力，巴迦梵天有這麼大權勢。」
504-1|梵天！有其它身你不知、不見
504-2|而我知道、見到，
504-3|梵天！有名叫光音天身[處]，你從那裡死沒往生這裡，
504-4|對那[樣的事]，你的記憶因為在這裡住過久了而忘失了，因而你不知、不見
504-5|而我知道、見到。
504-6|梵天！這樣，在{242-2}證智上我既與你不同，何來更低劣呢？
504-7|我只比你更多。
504-8|梵天！有名叫遍淨天身、名叫廣果天身、{l9-6}名叫征服天身[處]你不知、不見
504-9|而我知道、見到。
504-10|梵天！這樣，在證智上我既與你不同，何來更低劣呢？
504-11|我只比你更多。
504-12|梵天！我證知地為地後，{l10-17}證知那所有不被地之地性經驗之所及後，{l11-8}我不[自稱]是地、不[自稱]在地中、不[自稱]從地分離、不[自稱]地是「我的」，不歡迎地。
504-13|梵天！這樣，在證智上我既與你不同，何來更低劣呢？
504-14|我只比你更多。
504-15|梵天！我證知水……（中略）
504-16|梵天！我證知火……（中略）
504-17|梵天！我證知風……（中略）
504-18|梵天！我證知已生者……（中略）
504-19|梵天！我證知天神們……（中略）
504-20|梵天！我證知生主神……（中略）
504-21|梵天！我證知梵天……（中略）
504-22|梵天！我證知光音天……（中略）
504-23|梵天！我證知遍淨天……（中略）
504-24|梵天！我證知廣果天……（中略）
504-25|梵天！我證知征服天……（中略）
504-26|我證知一切為一切後，證知那所有不被一切之一切性經驗之所及後，我不[自稱]是一切、不[自稱]在一切中、不[自稱]從一切分離、不[自稱]一切是「我的」，不歡迎一切。
504-27|梵天！這樣，在證智上我既與你不同，何來更低劣呢？
504-28|我只比你更多。』
504-29|『親愛的先生！如果{l12-14}證知那不被一切之一切性經驗後，你不要只成為空無者、空虛者。』
504-30|『識是不顯現的、無邊的、{627-5}全面發光的：對地不被地性經驗；對水不被水性經驗；對火不被火性經驗；對風不被風性經驗；對已生者不被已生者之性經驗；對天神們不被天神們之性經驗；對生主神不被生主神之性經驗；對梵天不被梵天之性經驗；對光音天不被光音天之性經驗；對遍淨天不被遍淨天之性經驗；對廣果天不被廣果天之性經驗；對征服天不被征服天之性經驗；對一切不被一切性經驗。』
504-31|『好吧！親愛的先生！那樣的話，我將從你前面消失。』
504-32|『好吧！梵天！那樣的話，請你從我前面消失，如果你能夠的話。』
504-33|比丘們！那時，巴迦梵天[說]：『我將從沙門{80-3}喬達摩前面消失，我將從沙門喬達摩前面消失。』而確實不能夠從我前面消失。
504-34|當這麼說時，比丘們！我對巴迦梵天這麼說：
504-35|『好吧！梵天！那樣的話，我將從你前面消失。』
504-36|『好吧！親愛的先生！那樣的話，請你從我前面消失，如果你能夠的話。』
504-37|比丘們！那時，我{425-10}作出像那樣的神通作為：
504-38|在梵天、梵天眾、梵眾天的範圍中，他們聽到我的聲音，但看不見我。
504-39|當我消失後，我說這些{281-2}偈頌：
504-40|『我看見生存的恐怖，{l3-12}以及生存者有離生存的尋求，
504-41|不歡迎任何生存，也不執取[生存之]歡喜。』
504-42|比丘們！那時，梵天、梵天眾、梵眾天有不可思議的、{206-3}未曾有的心生起：
504-43|『實在不可思議啊，先生！實在未曾有啊，先生！
504-44|沙門喬達摩的大神通力狀態、大威力狀態，我們在此之前，未曾看見或聽聞其他沙門或婆羅門有這麼大神通力、大威力，如釋迦人之子、從釋迦族出家的沙門喬達摩那樣的。
504-45|先生！被生{l2-5}在樂於生存、愛好生存、喜悅生存中，他[卻]連根拉出生存。』
505-1|那時，魔波旬進入某位梵眾天後，對我這麼說：
505-2|『親愛的先生！如果你這麼知，如果你這麼{355-2}領悟，不要導引[在家]弟子、出家[弟子]，
505-3|不要對[在家]弟子、出家[弟子]教導法，
505-4|不要使[在家]弟子、出家[弟子]{l13-2}羨慕，
505-5|比丘！在你存在之前，世間有沙門、婆羅門自稱是{5-3}阿羅漢、{6-4}遍正覺者，
505-6|他們引導[在家]弟子、出家[弟子]，對[在家]弟子、出家[弟子]教導法，使[在家]弟子、出家[弟子]羨慕；他們引導[在家]弟子、出家[弟子]，對[在家]弟子、出家[弟子]教導法，使[在家]弟子、出家[弟子]羨慕後，以身體的崩解，以生命斷絕而被住立在下劣身中。
505-7|而，比丘！在你存在之前，世間有沙門、婆羅門自稱是阿羅漢、遍正覺者，
505-8|他們不引導[在家]弟子、出家[弟子]，不對[在家]弟子、出家[弟子]教導法，不使[在家]弟子、出家[弟子]羨慕者，他們不引導[在家]弟子、出家[弟子]，不對[在家]弟子、出家[弟子]教導法，不使[在家]弟子、出家[弟子]羨慕後，以身體的崩解，以生命斷絕而被住立在勝妙身中。
505-9|比丘！我對你這麼說：
505-10|「來吧！你，親愛的先生！請你{906-5}住於不活動，專修當生樂的住處，親愛的先生！不說善的，不要告誡其他人。」』
505-11|當這麼說時，比丘們！我對魔波旬這麼說：
505-12|『波旬！我知道你，你不要認為：
505-13|「他不知道我。」
505-14|你是魔波旬。
505-15|波旬！你對我這麼說不是憐愍心者；
505-16|波旬！你對我這麼說是無憐愍心者，
505-17|波旬！你這麼想：
505-18|「凡受沙門喬達摩教導法者，他們必將超越我的境域。」
505-19|波旬！你那些自稱「遍正覺者」，他們是非遍正覺者，
505-20|波旬！但，我自稱「遍正覺者」，我是遍正覺者。
505-21|波旬！當如來對弟子教導法時，他像那樣[是如來]；波旬！當如來不對弟子教導法時，他像那樣[還是如來]；
505-22|波旬！當如來引導弟子時，他像那樣[是如來]；波旬！當如來不引導弟子時，他像那樣[還是如來]。
505-23|那是什麼原因呢？
505-24|波旬！對如來來說，污染的、{497-3}再生的、有憂苦的、苦報的、未來被生老死的諸煩惱，
505-25|那些已被捨斷，根已被切斷，{147-8}就像無根的棕櫚樹，{408-4}成為非有，{229-7}為未來不生之物，
505-26|波旬！猶如頂頭已被切斷的棕櫚樹不能再成長。
505-27|同樣的，波旬！對如來來說，污染的、再生的、有憂苦的、苦報的、未來被生老死的諸煩惱，
505-28|那些已被捨斷，根已被切斷，就像無根的棕櫚樹，成為非有，為未來不生之物。』」
505-29|像這樣，因為魔的不說話與梵天的[開始]邀請，因此，這{l14-2}解說的標題為{l4-5}梵天的邀請。
505-30|梵天的邀請經第九終了。
