師子吼大經
146-1|{1-5}我聽到這樣：
157-1|舍利弗！我進入某個令人恐懼的叢林後居住，
157-2|舍利弗！在那裡，有令人恐懼叢林的令人恐懼之處：
157-3|凡任何未離貪者進入該叢林通常都{152-4}身毛豎立，
157-4|舍利弗！凡那些寒冷的冬夜，[冬月的]第八天前後下雪期，在像那樣的夜晚，夜晚我住在屋外，白天住在叢林；
157-5|在夏季最後一個月，白天我住在屋外，夜晚住在叢林，
157-6|舍利弗！於是，這以前未曾聽聞，{924-4}不可思議的{281-2}偈頌出現在我心中：
157-7|『他被烤熱與{l4-3}被冰凍，一個人在令人恐懼的叢林，
157-8|赤裸的、無火而坐的，{125-2}牟尼尋覓其追求的。』
157-9|舍利弗！我在墓地準備臥床，以骸骨為枕頭，
157-10|舍利弗！牧童來了後，對我吐口水、小便、丟塵土、塞木籤入耳朵裡，但，
157-11|舍利弗！我不自證對他們生出惡心，
157-12|舍利弗！這是我{l1-7}所處的平靜住處。
158-1|又，舍利弗！有一些這麼說、這麼見的沙門、婆羅門：
158-2|『以食物而清淨。』
158-3|他們這麼說：
158-4|『讓我們以棗子生存。』
158-5|他們吃棗子、吃棗子粉、喝棗子水，
158-6|受用各種被調理的棗子製品，
158-7|而，舍利弗！我自證[一天]只吃一顆棗子食物，
158-8|舍利弗！如果你這麼想：
158-9|『那時，棗子是大的。』
158-10|但，舍利弗！不應該這樣認為，
158-11|那棗子就如現在一樣。
158-12|舍利弗！當我[一天]只吃一顆棗子時，身體到達極度消瘦，
158-13|以那樣少的食物我的肢體與小肢體成為猶如八十歲的關節、死時的關節；
158-14|以那樣少的食物我的臀部成為猶如駱駝的腳；
158-15|以那樣少的食物我的脊椎骨彎上彎下時成為猶如線球；
158-16|以那樣少的食物我的散壞肋骨成為猶如老會堂的散壞{663-1}椽；
158-17|以那樣少的食物我的眼睛深陷眼窩中被看見猶如{554-2}水光深陷在深井中被看見；
158-18|以那樣少的食物我的頭皮枯萎凋謝猶如新鮮切下的苦瓜被風與熱枯萎凋謝；
158-19|舍利弗！『我要摸腹部皮膚。』我就遍取了脊椎骨；『我要摸脊椎骨。』我就遍取了腹部皮膚，舍利弗！以那樣少的食物我的腹部皮膚被黏到脊椎骨；
158-20|舍利弗！『我要大便或小便。』以那樣少的食物我就在那裡臉向下倒下；
158-21|舍利弗！我以手順序摩擦肢體想要使那個身體蘇息，
158-22|舍利弗！以那樣少的食物，當我以手順序摩擦肢體時，身上的毛[都]根部腐敗而掉下來。
